Chain,Size,MAE,MAPE,Len_forecast,Time
ridge,700,0.5246313768249675,50.69299531145067,400,1.2727835999994568
3-node,10,0.1850363102654348,18.131791713176277,400,86.53843170000073
3-node,50,0.16349542417745494,15.679996076638714,400,171.0500794999998
3-node,100,0.1692809094768051,16.72866779212904,400,264.0437247
3-node,150,0.17214798286125266,17.133749214988974,400,366.82413050000014
3-node,200,0.19468842192330996,19.618294889403757,400,470.98419919999924
3-node,400,0.1763735160236581,17.576208248210204,400,767.6527538000009
3-node,500,0.18315917604719945,18.123950256424163,400,883.2980238
3-node,700,0.18691683693440164,18.045584340481636,400,1127.9737968999998
5-node,10,0.3402940197978077,31.248606290477603,400,0.8918823000003613
5-node,50,0.18002738282431402,17.03666219217148,400,0.9000243999998929
5-node,100,0.18137643202390621,17.273869111384297,400,0.9900442000016483
5-node,150,0.14509554342519515,14.011471937273564,400,1.0892887999998493
5-node,200,0.15442229470306967,14.961780905942968,400,1.6253424999995332
5-node,400,0.2009109933173376,19.980786848883202,400,1.6113190000014583
5-node,500,0.22863380744795037,22.913292412297146,400,1.8495009999987815
5-node,700,0.4975350170576425,48.71781762059114,400,2.363203800001429
ridge,10,0.17880576100109266,16.316727664219723,500,0.47949230000085663
ridge,50,0.17474960077001497,15.92833672631357,500,0.5203736000003119
ridge,100,0.19005111618278858,17.385077661398277,500,0.5641068000004452
ridge,150,0.17653062294679397,16.151759098614104,500,0.6181409999990137
ridge,200,0.1747919942052854,16.059515572348708,500,0.6671669999996084
ridge,400,0.16868819079827183,15.564761016559858,500,0.9852313999999751
ridge,500,0.19272895150459773,17.78043015879097,500,1.0148389999994833
ridge,700,0.4402188461772519,42.013538862290034,500,1.2750972000012553
3-node,10,0.20455207153036384,19.54820331184363,500,96.87910050000028
3-node,50,0.1903318872449398,17.549268788036937,500,199.20396769999934
3-node,100,0.18256346720169483,17.360646587247967,500,311.1645090999991
3-node,150,0.18589933868444214,17.81472237556211,500,418.84216539999943
3-node,200,0.19742178769840962,18.904428867245123,500,537.0785465999998
3-node,400,0.1628241116364864,15.3381671398376,500,927.3903482999995
3-node,500,0.17015480721954815,16.17009326329431,500,1118.5713949
3-node,700,0.1983809055085233,18.325746751362125,500,1532.578557500001
5-node,10,0.3923932972019321,35.631777517255216,500,1.2161576999988029
5-node,50,0.19091373564391287,17.836389412343024,500,1.2280608000000939
5-node,100,0.18737388946700437,17.452726061090456,500,1.6283812999990914
5-node,150,0.1562006857899647,14.457113316100134,500,1.582283899999311
5-node,200,0.15740603201905168,14.728904881820556,500,1.627251800000522
5-node,400,0.1631036528132891,15.52959500081053,500,2.205151299998761
5-node,500,0.19174880962289909,18.167711865417886,500,2.4754327000009653
5-node,700,0.4263444512302333,41.82751304608289,500,2.9913693999988027
ridge,10,0.19156981620225647,17.23891316574495,700,0.8521615999998176
ridge,50,0.1987547549022053,18.051292760719402,700,0.8702483999986725
ridge,100,0.2083713326768569,18.957219632647284,700,0.8635371000000305
ridge,150,0.20010746234083784,18.254636459044605,700,0.9359108000007836
ridge,200,0.1977829604067181,18.025953699416768,700,0.9845612999997684
ridge,400,0.23142283908659153,21.88373512341452,700,1.2405664999987494
ridge,500,0.24042555007277103,22.510975242953123,700,1.3883734999999433
ridge,700,0.3907447987781154,36.19378097934602,700,1.7148069999984727
3-node,10,0.22840423416589298,21.46194131462133,700,159.5696726999995
3-node,50,0.20818129495373405,19.178201896047725,700,307.3087102999998
3-node,100,0.1882221981435947,17.559651328929714,700,500.829867299999
3-node,150,0.1933284363982211,17.979214791934112,700,571.3679422000023
3-node,200,0.19256025549026776,18.0617075169974,700,687.6958773999977
3-node,400,0.19154194075743042,17.985963980177143,700,1190.1786439999996
3-node,500,0.19459925206246606,18.239963640993366,700,1409.8318751999977
3-node,700,0.1970663493230822,18.256137770374753,700,1804.2921486000014
5-node,10,0.31688900176047763,28.786699386452426,700,1.5086733999996795
5-node,50,0.24393318473260714,22.282335438879887,700,1.5162134999991395
5-node,100,0.23517858109166387,21.742863447016035,700,1.7220276999978523
5-node,150,0.20339318905720133,18.543103095194834,700,1.7229810999997426
5-node,200,0.20662700595482997,18.764676422198498,700,1.849466100000427
5-node,400,0.25096814059315015,24.17216185113202,700,2.2541421000023547
5-node,500,0.24098217521205303,22.998573697942902,700,2.540572099998826
5-node,700,0.42535760200099804,40.38938343260088,700,3.12395209999886
